PART_NO,ITEM_DESC,VOLUME,SURF_A,PC1,PC2,Distance
008 820 14 26,"ECU-ASSY,BKT,APP PLTFRM GE USA",25287.5,27705.2,-0.5311202966699493,0.04093002708318384,0.7961349317282046
008 820 15 26,"ECU-ASSY,BKT,APP PLTFRM HO USA",25287.5,27705.2,-0.5311202966699493,0.04093002708318384,0.7961349317282046
008 820 16 26,"ECU-ASSY,BKT,APP PLTFRM IL USA",25287.5,27705.2,-0.5311202966699493,0.04093002708318384,0.7961349317282046
008 820 21 26,"ECU-ASSY,BKT,APP PLTFRM HO AUS",25287.5,27705.2,-0.5311202966699493,0.04093002708318384,0.7961349317282046
008 820 22 26,"ECU-ASSY,BKT,APP PLTFRM IL AUS",25287.5,27705.2,-0.5311202966699493,0.04093002708318384,0.7961349317282046
01-25852-010,BRKT-AIR COMP INT & DISC,32344.0,22145.0,-0.5466742034550004,0.06825585966553091,0.815960160670526
01-25887-010,"BRKT-DIPSTICK,L9,108SD",16288.8,11275.0,-0.6019803645173896,0.09677811609237182,0.8756642313522786
01-26318-000,"BRKT-ENGINE LEG,RR,3126,LH",235032.0,49072.4,-0.27377744119788533,0.13349104610852486,0.5704322952660541
01-26318-001,"BRKT-ENGINE LEG,RR,3126,RH",235032.0,49071.8,-0.27377975476966515,0.1334933596803047,0.5704353009256379
01-26318-004,"BRKT-ENGINE LEG,RR,ISC,LH",237583.0,49059.8,-0.2716981878499226,0.1356674694712405,0.569313273663468
01-26318-005,"BRKT-ENGINE LEG,RR,ISC,RH",237583.0,49059.3,-0.2717001158264058,0.13566939744772372,0.5693157836318065
01-26490-000,"BRKT,ENG SUPT,RR,M2,3/5 DEG",379386.0,85733.8,-0.012004348493274962,0.11253487064941274,0.3287484699375126
01-26490-004,"BRKT,ENG SUPT,RR,M2,3/5 DEG",360933.0,82061.1,-0.04155811054801034,0.11130462551396857,0.3526064173849821
01-26838-000,"BRKT,RR ENG SUP,MB906,M2,LH",553436.0,82336.7,0.12007505928508001,0.2708123940719871,0.374103534769817
01-26838-001,"BRKT,RR ENG SUP,MB906,M2,RH",553436.0,82336.7,0.12007505928508001,0.2708123940719871,0.374103534769817
01-26859-000,"BRKT,RR ENG SUP,MB904,M2,LH",429633.0,66119.1,-0.04572571626153665,0.23008022418069135,0.43107951211392814
01-26859-001,"BRKT,RR ENG SUP,MB904,M2,RH",429634.0,66119.1,-0.045724882142228404,0.2300810582999996,0.43107952352640205
01-27634-000,"BRKT-SUPT,ENG,ISB02,4DEG",220643.0,38039.7,-0.32832115621650365,0.16403047567439874,0.632459225066035
01-27765-000,"TENSIONER BRKT,FAN DR,MBE 4000",166139.0,45694.6,-0.34426706063083373,0.08905070253529325,0.6231166309430898
01-29505-000,BRKT-WATER FILTER,111181.0,40610.7,-0.4097118688593053,0.06281245287844059,0.6805016793177459
01-29561-000,"BRKT,COOLANT FLTR,ISC,M2",326277.0,111510.0,0.04308822401716954,-0.031156186544456958,0.21806174945761883
01-29561-001,"BRKT,COOLANT FLTR,ISC,2007",308014.0,105501.0,0.0046842817156336975,-0.023219286095966653,0.2572751967419409
01-30175-000,"BRKT-FRAME,REAR,MTG,ENGINE",466398.0,93819.1,0.09175057727507037,0.1539367233795177,0.28401416646000616
01-30234-001,"BRKT-ENGINE HEATER,OPP",702639.0,236312.0,0.838249677218685,-0.19845601756473585,0.594517452868223
01-30462-000,"BRKT-MTG,ENG XMBR,LH",431492.0,145969.0,0.26372237030311546,-0.07626660679589677,0.007720952490852264
01-30462-001,"BRKT-MTG,ENG XMBR,RH",431492.0,145969.0,0.26372237030311546,-0.07626660679589677,0.007720952490852264
01-30509-000,"BRKT,LH,RR ENG,ISB,M2,3/5",243290.0,44386.7,-0.28495712276497265,0.1584470421706267,0.5903633075169259
01-30509-001,"BRKT,RH,RR ENG,ISB,M2,3/5",243287.0,44386.7,-0.2849596251228974,0.15844453981270196,0.5903646001835249
01-30510-000,"BRKT,FRT ENG,ISB,M2",1189870.0,167548.0,0.9795077121148249,0.4731035168925287,0.9091916992779425
01-30770-000,"BRKT-SUPT,TUBE,DPSTK",45771.9,34277.2,-0.4886925402169974,0.03267513774595915,0.752953111387875
01-31336-000,"BRKT-MTG,FUEL FILTER,ISB07",94356.5,34963.1,-0.4455223891338753,0.0705556925497929,0.7171393532706813
01-31828-000,"BRKT-MTG,FUEL FILTER,ISB07",301702.0,86517.7,-0.07377939130481817,0.04471446477716968,0.35187984061803773
01-32224-010,BRKT-OIL SAMPLE VALVE,11061.4,7948.63,-0.6191669660581194,0.10524416708923645,0.8942062145519059
01-32502-000,"BRKT-COOLANT FLTR,ISC,M2",158431.0,56566.2,-0.3087760739894436,0.040700932637960784,0.577175961157863
01-32593-000,"BRKT-ENG,FR,SUPT,ISC,CHS MTD",741381.0,131345.0,0.4658173124361745,0.2386072476980181,0.3794758544703986
01-32667-010,BRKT-REM OIL FILL,109984.0,68836.5,-0.3018729524326613,-0.04702334517214764,0.5588447474057283
01-32735-000,"BRKT-MTG,ACLTR PEDAL,BTM",115163.0,52571.5,-0.3602701235335152,0.020013633723532973,0.6240934807347519
01-32807-000,"BRKT-SUPT,ENG,FRONT,ISX11.9L",1603750.0,301148.0,1.8398883277214306,0.30317349988081327,1.6289053689831137
01-32903-000,"BRKT-ENG,FR,ISB,MT55,LH",419284.0,142905.0,0.2417248018990244,-0.07463489542197484,0.014722804976933564
01-32903-001,"BRKT-ENG,FR,ISB,MT55,LH,GALV",419242.0,142888.0,0.24162421768764944,-0.07460437723249268,0.014827524931277963
01-32904-000,"BRKT-ENG,FR,ISB,MT55,RH",495240.0,166304.0,0.39530661153673047,-0.10150397270519768,0.14120143056670412
01-32904-001,"BRKT-ENG,FR,ISB,MT55,RH,GALV",495234.0,166303.0,0.3952977508679146,-0.10150512146808081,0.1411928909019289
01-32905-000,"BRKT-ENG,FR,ISB10,MT45,LH",364744.0,123656.0,0.12200869617724687,-0.045904523843826706,0.1378330872887579
01-32905-001,"BRKT-ENG,FR,ISB10,MT45,RH",364744.0,123656.0,0.12200869617724687,-0.045904523843826706,0.1378330872887579
01-32905-002,"BRKT-ENG,FR,ISB10,MT45,GALV,LH",364744.0,123656.0,0.12200869617724687,-0.045904523843826706,0.1378330872887579
01-32905-003,"BRKT-ENG,FR,ISB10,MT45,GALV,RH",364744.0,123656.0,0.12200869617724687,-0.045904523843826706,0.1378330872887579
01-32914-000,"BRKT-MTG,FUEL FILTER,ISL",60288.6,29502.5,-0.49499489908356487,0.06319481613659741,0.7642208101465819
01-32931-010,BRKT-OIL CHECK,19963.3,14831.8,-0.5852005396083929,0.08612823397968553,0.8571284312439765
01-33024-000,"ENG BRKT-MTG,RR,8.0 LPG,2K,LH",476658.0,78648.3,0.04181075011524123,0.220992678744584,0.36760635490798915
01-33024-001,"ENG BRKT-MTG,RR,8.0 LPG,2K,RH",476655.0,78648.4,0.041808633352613096,0.2209897907913627,0.3676052426763374
01-33134-010,"BRKT-COOLANT FLTR,ISC,114SD",48022.1,25134.0,-0.5220713541118389,0.0698078221756373,0.7920537052099471
01-33163-010,"BRKT-OIL CHECK,M2 112,ISL,2013",34151.8,18786.7,-0.5581157294165646,0.08271322739799442,0.8298921846996647
01-33216-010,"BRKT-ASSY,AIR COMP INLET,108SD",19483.0,13487.7,-0.5907839534942636,0.09091039285805366,0.8635304524890017
01-33297-010,"BRKT,AIR COMP INLET,108SD,ISL",16804.2,11650.7,-0.6001017778964477,0.09575933965437144,0.8736205624668191
01-33333-010,"BRKT-OIL CHECK,M2 106,ISL13",13359.1,9436.69,-0.611512520752399,0.10142283365263628,0.8859346103932141
01-33344-010,"BRKT-OIL CHECK,M2-106,ISL-E5",12333.7,8708.77,-0.6151746519743675,0.103374352997251,0.8899164114022929
01-33391-010,"BRKT,AIR COMP INLET,M2106,ISL",17367.3,11563.5,-0.5999683244126425,0.09656527133551436,0.8736501416080488
01-33613-000,"BRKT-ENG,RR,ISC/L,LH,SAE#1",381606.0,80234.0,-0.031359573753495046,0.1355935856382514,0.3579572987456568
01-33613-001,"BRKT-ENG,RR,ISC/L,RH,SAE#1",381607.0,80233.9,-0.031359125229483455,0.1355948053528563,0.3579576652120745
01-33627-010,"BRKT,OIL SAMPLE VALVE,ISX",6674.53,5397.6,-0.6326627907237302,0.11142164581530457,0.9086862591518858
01-33732-000,"BRKT-MTG,FUEL FLTR,ISB",76112.5,29199.8,-0.4829630755247134,0.07756103362129892,0.7552200112488966
01-33886-010,"BRKT-OIL CHK,M2-112 HWY,ISL-G",25028.2,18161.5,-0.5681366421318753,0.07751379827185274,0.8387488523930402
01-33934-000,"BRKT-ENG SUPT,RR,MDEG4,LH,3D",404057.0,67590.3,-0.061386273685125885,0.2030739107488082,0.42383491803554474
01-33935-000,"BRKT-ENG SUPT,RR,MDEG4,RH,3D",399023.0,64321.4,-0.07818995493466242,0.21147967880290963,0.44201782547779994
01-34045-000,"BRKT-SUPT,ENG,RR,HDEP,LH",811567.0,93516.5,0.37849589341589807,0.44301566225560224,0.5348741175957132
01-34045-001,"BRKT-SUPT,ENG,RR,HDEP,RH",811585.0,93517.9,0.3785163058975995,0.4430252780689979,0.53488814852867
01-34046-000,"BRKT-SUPT,ENG,RR,ISX12L,LH",945168.0,133068.0,0.6424437908670759,0.40194611220675375,0.615851189409547
01-34046-001,"BRKT-SUPT,ENG,RR,ISX12L,RH",945161.0,133067.0,0.6424340960789519,0.4019441293245623,0.61584356381246
01-34047-000,"BRKT-SUPT,ENG,RR,ISX15L,LH",882359.0,128557.0,0.5726593874039962,0.3669501164064079,0.5457842833979756
01-34047-001,"BRKT-SUPT,ENG,RR,ISX15L,RH",882329.0,128555.0,0.5726266519188161,0.3669328047330933,0.5457511956736568
01-34112-000,"BRKT-ENG SUPT,RR,LH,DD8",528746.0,75704.7,0.07390797349137955,0.2757906684244296,0.3976706352163639
01-34113-000,"BRKT-ENG SUPT,RR,RH,DD8",518760.0,70566.7,0.045766571737929834,0.28727303935356174,0.42123500727635377
01-34286-000,"BRKT,OIL FILL & CHK,108SD",22531.2,16061.8,-0.5783157824880897,0.08352734680267941,0.8498744208778489
01-34342-000,"BRKT-MTG,FWS,DET,INRAIL",253786.0,87203.9,-0.11110109715326787,0.0021008490776519254,0.3757966035399742
01-34420-000,"BRKT-MTG,FUEL FILTER,2K TRANS",173953.0,62072.1,-0.2745983826492027,0.032417641102953046,0.5420270695736297
01-34478-000,"BRKT-SUPT,ENG,RR,ISX12,LH,NGC",976355.0,133298.0,0.6693443389156571,0.42707292189079743,0.6523146239495995
01-34478-001,"BRKT-SUPT,ENG,RR,ISX12,RH,NGC",976332.0,133301.0,0.6693367220304666,0.4270421692878086,0.652286003448728
01-34479-000,"BRKT,WATER FLTR,B2",139313.0,49078.5,-0.35359498595092587,0.0536264587292944,0.6237026572004748
01-34519-000,"BRKT-MTG,X/M,ENG,FRT,LH",433492.0,146569.0,0.2677041806994419,-0.07691193995923347,0.01159854481464355
01-34519-001,"BRKT-MTG,X/M,ENG,FRT,RH",433492.0,146569.0,0.2677041806994419,-0.07691193995923347,0.01159854481464355
01-34561-010,"BRKT-OIL CHECK,M2 106,ISL",39729.4,25917.1,-0.5259688585313654,0.05987112422015705,0.7941020966048916
01-34563-000,"BRKT-MTG,ACLTR PEDAL,TOP",65802.8,30460.2,-0.48670255223811915,0.0641014706702276,0.7562415500356723
01-34622-010,"BRKT,REMOTE OIL & FILL",57879.9,39392.1,-0.4588702098049701,0.023051840502451543,0.7220608057695205
01-34658-000,"BRKT-MTG,FWS,DET,INRAIL",249384.0,85751.6,-0.1203728908412553,0.004029056375829004,0.3852664116624141
01-34674-010,"BRKT-ANGLE L, STANDOFF",35984.0,23041.3,-0.540181918529208,0.06783596330377976,0.8094977972731434
01-34676-000,"BRKT-SUPT,HOSE,OIL FILL,L9",13413.9,10013.8,-0.6092415019978761,0.09924323437429727,0.8832714522132276
01-34677-000,"BRKT-SUPT,RAD PLUM,OIL FILL,L9",13322.9,11013.4,-0.6054629962697272,0.09531291893204742,0.8787877328022802
01-34685-000,"BRKT-MTG,ACLTR PEDAL,BTM",102692.0,47259.4,-0.3911556331794075,0.030094539583117995,0.6561962081238998
01-34754-000,"BRKT,MTG CPLG,RAIL,OIL DRAIN",58012.6,30552.7,-0.49284383282383754,0.05724683878572778,0.761029729325462
01-34771-000,"BRKT-MTG,CMBR,ENG,L9,SRD,LH",472755.0,159469.0,0.3501960003655392,-0.09390370682589326,0.09545529156419566
01-34773-000,"BRKT-MTG,CMBR,ENG,L9,RH",433950.0,146698.0,0.268583625275283,-0.07702733124871992,0.012469715340302468
01-34775-000,"BRKT-MTG,CMBR,ENG,L9,RH",426098.0,145167.0,0.25613065647538735,-0.07767337206554185,0.0
01-34776-000,"BRKT-MTG,CMBR,ENG,L9,RH",426098.0,145167.0,0.25613065647538735,-0.07767337206554185,0.0
01-34822-000,"BRKT-SUPT,HOSE,OIL FILL,B6.7",8801.79,7331.14,-0.623432762785442,0.10574039515634104,0.8984833991278439
01-34857-000,"BRKT-SUPT,HOSE,OIL FILL",7352.59,6220.22,-0.6289252237563717,0.10881524472424646,0.9044898646889208
01-34860-000,"BRKT-SUPT,FUEL LINE,B6.7,2K",25464.0,19744.7,-0.5616683882009589,0.07177256273000476,0.8313419061375766
01-34886-000,"BRKT-BOLT RETAINER,43N,LOWER",37684.9,28570.6,-0.5174424442607722,0.04793399609814011,0.7837043786527949
01-34889-000,"BRKT-SUPT,ENG,RR,X12,VOC,LH",2572140.0,218043.0,2.327192153363654,1.4313752680660425,2.5625228822736497
01-34889-001,"BRKT-SUPT,ENG,RR,X12,VOC,RH",1195100.0,113089.0,0.7738788135005473,0.6874573034710743,0.9238441993919041
01-34891-000,"BRKT-SUPT,ENG,RR,X12,VOC,LH",2796060.0,278960.0,2.7488612357197497,1.3832581767154746,2.889295196224096
01-34892-000,"BRKT-SUPT,ENG,RR,X12,VOC,RH",3726430.0,394559.0,3.970645123495156,1.7135534505683863,4.123846657651373
01-34938-000,"BRKT-SUPPORT,CLIPPING,MDEG",18130.6,13523.6,-0.5917735877352441,0.08964390119408655,0.8642549839494358
01-34980-000,"BRKT-SUPT,ENG,RR,X12,LH,NGC",1076140.0,106627.0,0.6497348125226474,0.6131476386307461,0.7950835808121788
01-34980-001,"BRKT-SUPT,ENG,RR,X12,RH,NGC",1076140.0,106627.0,0.6497348125226474,0.6131476386307461,0.7950835808121788
01-35008-010,"BRKT-REMOTE OIL,CUMMINS,W4",54369.1,31860.9,-0.49083858885281095,0.04916336741550221,0.7576612778467435
01-35019-000,"BRKT-SUPT,HARNESS",23098.4,15966.8,-0.5782089855482584,0.08436677480612403,0.8499292014340586
01-35029-000,"BRKT-SUPT,HARNESS,FAN CLUTCH",30788.7,16788.3,-0.5686266924701572,0.08761373716045318,0.8411566519477621
01-35080-000,"BRKT-SUPT,FUEL LINE",100631.0,54605.9,-0.3645469946061512,4.7661221265822284e-05,0.6255248241015422
01-35081-000,"BRKT-MOTOR,MOUNT,FRONT,LH",2807190.0,628932.0,4.107620555172562,0.04306635306425079,3.8533819588759672
01-35082-000,"BRKT-MOTOR,MOUNT,FRONT,RH",1401490.0,314016.0,1.7207977592067603,0.08484612582323452,1.4736561026974828
01-35083-000,"BRKT-MOTOR,MOUNT,REAR,LH",1319300.0,296147.0,1.583339469705554,0.08519188343472854,1.3371642851067314
01-35084-000,"BRKT-MOTOR,MOUNT,REAR,RH",1319300.0,296147.0,1.583339469705554,0.08519188343472854,1.3371642851067314
01-35117-000,"BRKT-INVERTER,SIDE,FRM,EB2",432872.0,145907.0,0.264634385864581,-0.07487645306659936,0.008951880775081909
01-35119-000,"BRKT-INVERTER,MTG,RAIL,BTM,EB2",483107.0,169063.0,0.3958248162040232,-0.1222629165064225,0.14663794098300378
01-35120-000,"BRKT-INVERTER,MTG,RAIL,TOP,EB2",345805.0,121927.0,0.09954436791946757,-0.055034966743843464,0.15821429505334614
01-35131-000,"BRKT-SUP,18.7 AIR COMPR,B6.7",11702.7,8972.28,-0.6146848990916993,0.10183194154757456,0.8891242260972069
01-35159-000,"BRKT-MTG,TOP,INVERTER,MT50E",283083.0,129420.0,0.07611939224470224,-0.13624525357286837,0.18930060896161385
01-35160-000,"BRKT-MTG,RAIL,INVERTER,MT50E",118092.0,55450.7,-0.34672492829884005,0.011354709396571336,0.6093938425864676
01-35162-000,"BRKT-MTG,BTM,INVERTER,MT50E",387639.0,178849.0,0.3539274698133106,-0.23962897435524066,0.18919258392461288
01-35176-010,"BRKT-AIR COMP INT & DISC,DD13",6633.6,5174.59,-0.6335568472980506,0.11224742138305176,0.9097327971194369
01-35194-000,"BRKT-CAST,FWD INV MTG,6X4",267388.0,57585.3,-0.21396333485268476,0.12765446843863182,0.5129794174904729
01-35219-000,"BRKT,OIL CHK & FILL,L9-2021",41314.7,30248.7,-0.5079440833228035,0.04449100769032442,0.7737792603054237
01-35227-010,BRKT-AIR COMP INT & DISC,10540.7,8249.31,-0.6184418840439908,0.10365043322749906,0.8931715686229986
01-35262-000,"BRKT-BOLT RETAINER,43N,UPPER",22396.0,9427.79,-0.6040089859570987,0.10899500441073828,0.8801620801080761
01-35280-000,"BRKT-OIL FILL & CHK,114SD",56341.5,25738.3,-0.5128018295612182,0.07441704197108391,0.7838294853628989
01-35286-000,"BRKT-SUPT,P-S & BAT CBL",41576.8,23429.6,-0.5340195895251942,0.07100375923409832,0.8040163559444983
01-35287-000,"BRKT-SUPT,MULTI",58705.4,32687.5,-0.48403426657444304,0.049593028249840895,0.7510265307980781
01-35294-000,"BRKT-MTG,ACLTR PEDAL,TOP",55958.0,26589.0,-0.5098414551274266,0.07081689802786653,0.7802324243875584
01-35344-000,"BRKT-RAD MTG,LOWER,EM2",6862970.0,907839.0,8.566077237172113,2.3506184870721993,8.657471543539016
01-35393-000,"BRKT-INVERTER,CLIP,MTG,EB2",67509.5,45004.9,-0.4291952817045397,0.009441382983419984,0.690840518563755
01-35432-000,"BRKT-INV,SUPT,SPLAY,RH",251478.0,116169.0,-0.0013381812500376834,-0.11151236155244834,0.2596830368144524
01-35432-001,"BRKT-INV,SUPT,SPLAY,LH",125739.0,58084.5,-0.3301906090258047,0.007577410823872133,0.5924865588029633
01-35443-000,"BRKT-TOP,REFRIG COMPR,MT50E",767843.0,335213.0,1.2739951969221854,-0.5254257065183058,1.1119938739520425
01-35507-000,"BRKT-HARNESS,3 PLUG",68705.0,54794.9,-0.39044831253061163,-0.027311206924488466,0.6485373627159466
01-35571-000,"BRKT-INVERTER,INV 1 PLATE",1077690.0,374145.0,1.6825645231120632,-0.41709630210310233,1.4662610617906144
01-35572-000,"BRKT-INVERTER,INV 2 PLATE",978430.0,335527.0,1.4508606489195315,-0.35098179298385007,1.2255926108582915
01-35585-000,"BRKT-MTG,ACCEL PEDAL,LWR",139732.0,63226.7,-0.2986906962017487,-0.0005788390395713727,0.560152033298978
01-35586-000,"BRKT-MTG,ACCEL PEDAL,UPR",87407.2,40482.8,-0.4300352308541187,0.04347544365242863,0.6967787744216632
01-35678-000,"BRKT-FRNT BOX,REAR MTG,EP4",184655.0,39599.3,-0.35232569763533655,0.1279984457628148,0.6422772232506267
01-35683-000,"BRKT-RAD MTG,LOWER,EP4",10979900.0,1413360.0,13.949353240395576,3.8353640912548985,14.241355515614767
01-35692-000,"BRKT-BOLT RTNR,43N,UPPER-WSHR",2338.3,3619.21,-0.6431371120876231,0.11466210084319388,0.9196061405380693
01-35693-010,"BRKT-BOLT RTNR,43N,UPPER",9864.37,8240.08,-0.6190416144016176,0.10312188376163187,0.8936517376705687
01-35698-000,"BRKT-DYNAMIC LOOP, RH",80430.2,40218.1,-0.43687555201796335,0.038676463988988725,0.7027054072370909
01-35699-000,"BRKT-DYNAMIC LOOP,LH,FRONT",190994.0,137270.0,0.029575410053634538,-0.24332769733619528,0.2806575050877788
01-35748-000,"BRKT-HV LINE MOUNTING,EB2",215516.0,130603.0,0.0243220453035829,-0.19716578523245684,0.2607943040364447
01-35749-000,"BRKT-HV LINE MTG,CENTER,EB2",214645.0,130595.0,0.023564679762368305,-0.1978614555262093,0.2617863803379176
01-35750-000,"BRKT-HV LINE MTG,LOWER,EB2",211171.0,128208.0,0.011462789554753524,-0.19155502627229762,0.26987292614925285
01-35755-001,"BRKT-ENG,B6.7,MT55,LH,GALV",440381.0,148576.0,0.281189326217495,-0.0789045896482535,0.025088898460873067
01-35790-000,"BRKT-FR MTG,INV/OBC,MT50E",363138.0,164530.0,0.2782773221162602,-0.2048523410009307,0.1290928539403991
01-35791-000,"BRKT-RR MTG,LH,INV/OBC,MT50E",169781.0,76886.8,-0.22095354199209327,-0.02818709106217293,0.47964385165964846
01-35792-000,"BRKT-RR MTG,RH,INV/OBC,MT50E",185272.0,84182.7,-0.17989955254057724,-0.04339839610556713,0.43737525896141244
01-35814-010,"BRKT-ETCM,MTG,EM2",205846.0,95966.3,-0.11730137451798939,-0.07167423283238986,0.37348021559833267
01-35816-000,"BRKT-INV,SUPT,SPLAY,RH",149716.0,68896.3,-0.2685011380899847,-0.014112702804250764,0.5284680487463986
01-35816-001,"BRKT-INV,SUPT,SPLAY,LH",28348500.0,8152180.0,54.4214108265627,-7.661724260459683,54.69365048871584
01-35843-000,"BRKT-HARNESS,3 PLUG,3K TRANS",57987.5,46360.9,-0.4319090935352524,-0.0037297732921313513,0.6920017004272943
01-35870-000,"BRKT-HV LINE MTG,UPPER,EB2",207021.0,121659.0,-0.0172514415513348,-0.16976398542466298,0.2884760866871836
01-35884-000,"BRKT-MTG,FUEL FILTER,X15",104372.0,48464.1,-0.3851090462029467,0.026850593482368585,0.6497027132965192
01-35942-000,"BRKT-BOLT RETAINER,43N,LOWER",37581.0,28479.9,-0.5178788441909504,0.04819706603606443,0.7841773232564454
01-35968-000,"BRKT-MNT,COOLP,CNTR,EHDX",109794.0,72217.7,-0.28899368693128424,-0.06021957601065877,0.545403689730167
01-36011-000,"BRACKET-INVERTER,EB2",257863.0,113803.0,-0.005135514185346982,-0.0970633250508194,0.26198469842434546
01-36014-000,"BRKT-DYNAMIC LOOP,RH,EB2",75460.4,37375.4,-0.45198227565363674,0.04549237534840592,0.7187445484902131
01-36015-000,"BRKT-DYNAMIC LOOP,LH,EB2",170213.0,94925.1,-0.15103836605737095,-0.09738158791456941,0.40764571220881707
01-36069-000,"BRKT-HV LINE MOUNTING,FRT,EB2",236416.0,131307.0,0.04446972973428982,-0.18244728257842133,0.2361734960427633
01-36070-000,"BRKT-HV LINE MOUNTING,CTR,EB2",231500.0,128663.0,0.030174059571821052,-0.17635267345464126,0.24656436929710965
01-36071-000,"BRKT-HV LINE MOUNTING,RR,EB2",231588.0,128655.0,0.030216614447215757,-0.1762484233317844,0.24648366095473512
01-36076-000,"BRKT-FR MTG,INV/OBC,MT50E",374392.0,169351.0,0.30625405006222334,-0.21405471155686073,0.14530046230520824
01-36077-000,"BRKT-RR MTG,LH,INV/OBC,MT50E",175480.0,79327.8,-0.2067875148634431,-0.0328458263154189,0.46508358626559393
01-36078-000,"BRKT-RR MTG,RH,INV/OBC,MT50E",190982.0,86629.0,-0.1657039135488145,-0.048068392597144245,0.4228721547664584
01-36082-000,BRKT-PCM MOUNT,166159.0,93488.5,-0.1599593477645161,-0.09522364555869445,0.4164599665370578
01-36083-000,"BRKT,OIL FILL & CHK,108SD",58071.7,52412.0,-0.4085061036946,-0.026992297441274793,0.6665662714946864
01-36089-000,"BRKT-MNT,INTERF,CHAS,HARN,EHDX",53812.8,37198.3,-0.4707218460612007,0.028118583481535873,0.7345110607078532
01-36099-000,"BRKT-MTG,ACCEL PEDAL,UPR",83102.3,38676.1,-0.44059258128856255,0.04685119366672376,0.7077638289084084
01-36132-000,"BRKT-AIR CPRSR, OCTANE",15573.8,9473.38,-0.6095237218060867,0.10312868277027515,0.8843341481989367
01-36175-000,"BRKT-HV LINE MTG,UPR,EHDX",211731.0,126320.0,0.004649857166835439,-0.1838078802591424,0.2729599352475847
01-36176-000,"BRKT-HV LINE MTG,EHDX",180707.0,108851.0,-0.08858750262202862,-0.14232595530841474,0.3507286212037563
01-36201-000,"BRKT-BASE,MNT THRM FRNT,EHDX",251314.0,165048.0,0.1870001482273878,-0.30012428216297893,0.23294513211012752
01-36262-000,"BRKT-SUPT,ENG,RR,X15",675807.0,77361.0,0.2029610079797795,0.39207047311637955,0.4727433675975195
01-36297-000,"BRKT-SPRT,CCAC,SRAD,X15",75155.9,30402.8,-0.47912228263642065,0.07212440367246713,0.7503574202262592
02-12914-020,"BRACKET-BELLCRANK,CLUTCH,M2",34372.8,18170.1,-0.5603089696485155,0.08527514836419067,0.8325418208207785
02-12914-030,"BRACKET-BELLCRANK,CLUTCH,M2",52192.4,26391.3,-0.5137447366960176,0.06843826026218454,0.783617719371058
03-22494-000,BRKT-FUEL TEE SPRT,138749.0,71227.1,-0.2686614693694819,-0.03224794443185266,0.5267544445227592
03-22701-000,BRACKET-FUEL TEES/SOV,50003.6,26694.8,-0.5144001753126114,0.06544225819499441,0.7837090316952943
03-23551-017,"BRKT-AIR CLNR,FLX",331549.0,155563.0,0.21735199703844954,-0.19662500557957602,0.12511305105137155
03-23551-020,"BRKT MTG,AIR CLNR,LOWER",106550.0,51008.8,-0.3734800908360215,0.018855061822169176,0.636967370968753
03-24162-001,"ISOLATOR-FUEL TANK BRACKET,25""",375325.0,187967.0,0.3788147037990587,-0.2850588986645064,0.24095670173383155
03-24532-000,"BRKT-DRAIN CABLE GDE,FTK MTD",15782.0,11033.3,-0.6033350800147849,0.09728736825892753,0.8770932748889827
03-24794-000,BRKT-SRS60 RET TUBE SUPT,7561.72,5968.64,-0.6297208650327213,0.10995976474246358,0.9055048935188825
03-31830-000,"BRKT-MTG,AIR CLNR,12"",M112",268677.0,133547.0,0.08001658738236457,-0.16417509421975557,0.1962108897797133
03-32255-000,"BRKT-STEP SUPT,FTNK,BOC,M2",22406.0,15274.8,-0.581454849210028,0.08645755004983256,0.8535153419410433
03-32385-000,"BRKT-MTG,CLEANER,AIR,XC",260556.0,90273.8,-0.09361671942492458,-0.004089553217021193,0.3574042603907877
03-32613-000,"BRKT-FTK,REC,M2,-569,STEP",1326230.0,604303.0,2.7773549588213324,-1.0972627120687402,2.719583498440148
03-32613-001,"BRKT-FTK,REC,M2,-569,NO STEP",1210470.0,551429.0,2.4769176505539208,-0.9899407060467725,2.400859546436982
03-32613-002,"BRKT-FTK,REC,M2,-519,STEP",1266560.0,577118.0,2.622758978307007,-1.0422105298006628,2.5556332957502517
03-32613-003,"BRKT-FTK,REC,M2,-519,NO STEP",1150800.0,524244.0,2.322321670039595,-0.934888523778695,2.2369539827318956
03-32613-004,"BRKT-FTK,REC,M2,-469,STEP",1204940.0,549562.0,2.4651059065910697,-0.9873543216331384,2.3889518801411316
03-32613-005,"BRKT-FTK,REC,M2,-469,NO STEP",1089190.0,496688.0,2.1646769395167405,-0.8800239744180883,2.070341856700593
03-32613-006,"BRKT-FTK,REC,M2,-419,STEP",1154500.0,527013.0,2.336085045244033,-0.9424794161021021,2.252576248023608
03-32613-007,"BRKT-FTK,REC,M2,-419,NO STEP",1038760.0,474139.0,2.035664419362786,-0.8351407276939695,1.9340365064028413
03-32916-000,"BRKT-FUEL TEES, 5PC XMBR, M2",22665.6,16538.5,-0.5763655440739851,0.08180131965863169,0.8476332350903079
03-32976-302,"ISOLATOR-FTK,BRKT,OCTANE,VERT",66103.0,37399.6,-0.45969414960684474,0.03759387327162492,0.7250459922310334
03-32976-394,"ISOLATOR-FTK,BRKT,OCTANE,HORIZ",86409.4,48754.0,-0.3989741569243167,0.010749801231088043,0.6610453646424781
